route_id,stop_id,stop_name,stop_sequence,distance_to_next_stop,travel_time_to_next_stop
309X-221,6626-99ecc68e,Mangere Baptist Church,2,0.4581709884316187,1.3666666666666667
309X-221,6567-d96b83f4,Papatuanuku Kokiri Marae,3,0.6408771730429397,1.55
309X-221,6593-615072b1,Calhorp Close,4,0.1427471063309502,0.35
309X-221,6951-d409aed3,Koru School,5,0.21812310964320272,0.6166666666666667
309X-221,6598-05a0ce95,Samoan Assemblies of God,6,0.48462557480373875,1.2333333333333334
309X-221,6599-c7b7d96a,Tinkler Place,7,0.3974668777577832,0.9833333333333333
309X-221,6597-db0c72f5,Favona Road,8,0.49780228284975453,1.4666666666666666
309X-221,6601-b30c8ace,Robertson Road,9,0.43990030747675507,1.0666666666666667
309X-221,6616-d9391329,Mahunga Drive,10,0.20332919227936497,0.5166666666666667
309X-221,6614-8f710b30,Waterview Road,11,0.33217476744283936,0.8
309X-221,6948-d0430328,Hall Avenue,12,0.3567510549893389,0.8666666666666667
309X-221,6724-52da1217,McKenzie Road,13,0.38503219597884963,0.9333333333333333
309X-221,6726-d3bb4f23,Mountain View School,14,0.20726604414704441,0.5166666666666667
309X-221,6728-d58c54fe,Miller Road,15,0.2156763158280506,0.6
309X-221,6718-1a9f4a1e,Kapuka Road,16,0.32248430508085457,0.8
309X-221,6716-f390ace9,Pikitea Road,17,0.3117598583651088,0.8
309X-221,6714-f5d8c53b,Wellesley Road,18,0.4184932894965738,1.0666666666666667
309X-221,6712-c331bd55,Taylor Road,19,0.20576082729486084,0.65
309X-221,6706-e2e5a802,Sullivan Avenue,20,0.268763558803969,0.65
309X-221,6708-833d9a1c,Ambury Road,21,0.2980912835183242,0.7333333333333333
309X-221,6710-c4c2ec2e,Ashcroft Avenue,22,0.19292834948710813,0.7833333333333333
309X-221,6704-f45bcd9d,Yorkton Rise,23,0.4929875273343949,1.2833333333333334
309X-221,6707-8556ab31,Seaforth Avenue,24,0.28158405015654475,0.7
309X-221,6700-ccfd3143,Kiwi Esplanade,25,0.19273423107339008,0.48333333333333334
309X-221,6698-d7a03c62,Wallace Road,26,0.3350552370984087,0.8833333333333333
309X-221,6696-cd2c1f47,Scott Avenue,27,0.39385004135141094,0.9666666666666667
309X-221,6694-05357da5,Coronation Road,28,0.2928679957520764,0.7166666666666667
309X-221,6687-c3285fdd,Crawford Avenue,29,2.986640402550572,8.183333333333334
309X-221,8962-ebf0852e,Bel Air Drive,30,0.6229195298279637,1.5
309X-221,8761-e396191f,Korma Road,31,0.3258897817943306,0.8166666666666667
309X-221,8759-e60bf62a,The Warehouse Royal Oak,32,0.2148085908811411,0.5333333333333333
309X-221,8757-4aacbfc0,Pah Road/Mount Albert Road,33,0.28824116186514476,0.7166666666666667
309X-221,8755-baff0328,Hollywood Avenue,34,0.3790760438535316,0.8166666666666667
309X-221,8753-2e3ec7eb,Pah Road/Liverpool Street,35,0.41207802861120385,1.1166666666666667
309X-221,8751-ce9cccb5,Pah Road/Greenwoods Corner,36,3.152135970195859,7.5
309X-221,7205-e1b07628,Clovernook Road,37,0.1742719941464331,0.5333333333333333
309X-221,7203-52127399,Stop A Westfield Newmarket,38,0.3136931083940324,2.0833333333333335
309X-221,7201-b3efdf9d,Khyber Pass Road,39,0.3085800561830452,2.3333333333333335
309X-221,7177-4660a5ff,Melrose Street,40,0.30944099650644186,2.0166666666666666
309X-221,7175-9bcf7fd5,Khyber Pass Road/Mountain Road,41,0.7183197388876293,4.55
309X-221,7171-70aedbfa,Madeira Place,42,0.3223909104798614,2.683333333333333
309X-221,7151-93995941,Symonds Street/Upper Symonds Street,43,0.588297104098165,4.85
309X-221,7063-56c065c6,Queen Street/Karangahape Road,44,0.7028754814250567,4.483333333333333
309X-221,7055-8c84c05a,Stop E The Civic,45,,
984-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,1,0.17324718793316843,1.3333333333333333
984-221,4810-431b636a,Alice Avenue,2,0.449573733764799,1.1333333333333333
984-221,4564-ff9aeadd,Victor Eaves Park,3,0.33573229206464356,1.4333333333333333
984-221,3688-e0b388cd,Evelyn Page Retirement Village,4,0.4078207891547426,2.2
984-221,4293-e228963c,The Ritz,5,0.2821519319161906,0.8666666666666667
984-221,4295-27e4257b,Dorchester Place,6,0.3915781999221718,1.2333333333333334
984-221,4577-6f9eb214,Kath Hopper Drive,7,0.6112667236303218,1.7833333333333334
984-221,4291-31465338,Maygrove Village,8,0.3649533913615052,0.9666666666666667
984-221,3634-747cc366,Tauranga Place,9,0.4524251527040785,1.0833333333333333
984-221,4829-d1defefe,Judd Place,10,0.2979220544742184,0.6166666666666667
984-221,4823-a7e77920,Maygrove Park,11,0.5534066013847213,1.15
984-221,4821-778601f4,Centreway Reserve,12,0.12108055149190107,0.36666666666666664
984-221,4802-3825686b,Doment Crescent,13,0.2975865151613978,0.8
984-221,4831-0b8bcab5,Moana Avenue/Orewa Shops,14,0.17324718793316843,1.2833333333333334
984-221,4810-431b636a,Alice Avenue,15,0.184819807568483,0.6
984-221,4815-cb652b28,St Andrews Presbyterian Church,16,0.3402929168774408,0.8
984-221,4813-4284f866,Doment Crescent,17,0.4539395892815383,1.0833333333333333
984-221,4811-a4f2ee0d,Weiti Road,18,0.40920289472636673,1.05
984-221,4809-4534a012,Orewa Baptist Church,19,0.8403121584825142,2.433333333333333
984-221,4696-5d58353d,Fairway Road,20,0.24240615538430835,0.6
984-221,4694-e7803acf,Albatross Road,21,0.16235640939659432,0.4
984-221,4692-fcab4097,Red Beach Shopping Centre,22,0.38070486894501765,0.9666666666666667
984-221,4691-82c510d9,Red Beach School,23,0.2270514194342448,0.8166666666666667
984-221,4669-a90ffd9a,Whangaparaoa Road/Red Beach Road,24,0.627625211876621,1.5
984-221,4671-4b278c8b,Tawhana Crescent,25,0.3592999257372396,0.8666666666666667
984-221,4673-9ba6ac58,John Dee Crescent,26,0.23401013745589835,0.5666666666666667
984-221,4675-d34dc374,Panorama Court,27,0.39755192447288173,0.9833333333333333
984-221,4547-79792112,Millwater Parkway/Hibiscus Coast Highway,28,0.45241155177332537,1.4333333333333333
984-221,4566-11580974,Silverdale Centre,29,0.017531512265625375,0.6333333333333333
984-221,4501-e031afd0,Silverdale Centre,30,0.510375064472215,1.6666666666666667
984-221,4540-9d9bc60b,Millwater Parkway/Hibiscus Coast Highway,31,2.0039473449831364,5.316666666666666
984-221,4982-1f78709d,Stop B Hibiscus Coast,32,,
FBHM-402,1759-1cb249c7,Stop B Panmure Station,1,4.296902573443691,16.7
FBHM-402,1939-7cb6c28e,Tate Grove,2,0.45415785181518453,1.5
FBHM-402,6117-40d8f1a0,Galloway Crescent,3,0.44515355203956386,1.3666666666666667
FBHM-402,6115-49b5033c,Wakaaranga Creek Reserve,4,0.30036662491452865,0.9666666666666667
FBHM-402,6113-69672a4f,Birman Close,5,0.30448712188614063,1.0166666666666666
FBHM-402,6111-77bc7261,Himalaya Drive,6,0.4355456101132417,1.3666666666666667
FBHM-402,6109-14465964,Pigeon Mountain Road,7,0.2964513817502218,1.1833333333333333
FBHM-402,1900-4100b80e,Fresh Choice Half Moon Bay,8,0.29138384337332013,0.9
FBHM-402,1940-b14bdf30,Half Moon Bay Terminal,9,,
982-221,4632-b93a291f,Whangaparaoa Road/Manly Shops,33,,
32-221,7239-c0c685ef,Stop B Sylvia Park,30,6.93001782345985,
988-221,4708-d404e05f,Gulf Harbour Terminal,1,1.1498097668780747,2.466666666666667
988-221,4538-af3f50dd,Bella Vista Drive,2,0.3197170249313739,0.6166666666666667
988-221,4709-e0480698,Wentworth Primary School,3,0.3529882053895601,0.5833333333333334
988-221,4539-a0cf8b16,Pinecrest Drive,4,0.6470824006671587,1.2333333333333334
988-221,4707-ade32c94,Island View Drive,5,0.34420162617424477,0.6166666666666667
988-221,4705-118826ec,Clea View,6,0.46228395104449266,0.85
988-221,4703-610a6709,Havilah View,7,0.2899480336416436,0.5166666666666667
988-221,4701-5ead04df,Shakespear Road/Whangaparaoa Road,8,0.21012000425072858,0.48333333333333334
988-221,4277-c0b1246e,Everard Avenue,9,0.24347220555030535,0.43333333333333335
988-221,4600-42c30e80,1454 Whangaparaoa Road,10,0.5434070381048105,0.9833333333333333
988-221,4510-bf780fb6,Shakespear Regional Park,11,0.5476077502395136,0.9833333333333333
988-221,4601-23b0c6a1,1453 Whangaparaoa Road,12,0.2306117017749187,0.4
988-221,4603-6c46729d,Everard Avenue,13,0.19877872310148642,0.36666666666666664
988-221,4605-b8533d69,Shakespear Road,14,0.3558379820957085,0.6833333333333333
988-221,4607-0fec6b8e,Motuketekete Avenue,15,0.2880890560683815,0.5166666666666667
988-221,4609-5b06b88b,Whangaparaoa Golf Club,16,0.3247888251618021,0.5833333333333334
988-221,4611-fa58b376,Fishermans Rock Reserve,17,0.22588025069720608,0.4
988-221,4613-c0edec6f,1261 Whangaparaoa Road,18,0.35459677287602503,0.6666666666666666
988-221,4615-0bacc919,Siesta Terrace,19,0.41865566071914234,0.7333333333333333
988-221,4581-28cdd760,Peter Snell Youth Village,20,0.504718112932044,0.95
988-221,4617-0f2ce69d,Gulf Harbour Drive Roundabout,21,0.8338901637421658,1.6333333333333333
988-221,4619-47811f14,Roberts Road,22,0.39811743603847666,0.7166666666666667
988-221,4621-00ef204b,Hardley Avenue,23,0.27228836084925523,0.48333333333333334
988-221,4623-28943ed0,Crown Road,24,0.40248584147807687,0.7166666666666667
988-221,4625-d0052164,Tindalls Bay Road,25,0.448529329875229,0.85
988-221,4627-3cd55d08,Manly Fire Station,26,0.2691752384407487,0.5333333333333333
988-221,4629-2cc80f99,Whangaparaoa Road/Manly Shops,27,0.35986404372651953,0.8333333333333334
988-221,4631-151088d9,Brixton Road,28,0.2552922496168527,0.6
988-221,4633-dc016c84,Zealandia Road,29,0.3183497978798626,0.75
988-221,4635-b29779bf,Sundown Avenue,30,0.19595826093589974,0.48333333333333334
988-221,4637-8dad07de,Rakino Avenue,31,0.47780461813045544,1.2333333333333334
988-221,4639-ce344bd1,Whangaparaoa Road/Ladies Mile,32,0.4715059907772176,1.1
988-221,4641-ccd98d9a,Coast Plaza,33,,
372-203,2628-9c2eb446,Counties Medical,21,0.09770643653930836,
RBW-402,7401-a5e03a87,Stop E Newmarket Station,1,1.8464683162595639,7.0
RBW-402,7187-f06c0550,Parnell Shops,2,1.3695008538393811,7.0
RBW-402,7019-18ba0388,Britomart Commerce Street,3,,
RBS-402,7401-a5e03a87,Stop E Newmarket Station,1,1.8464683162595639,7.0
RBS-402,7187-f06c0550,Parnell Shops,2,1.4267354948576048,7.0
RBS-402,7017-6e27ec87,Stop B Britomart Queens Arcade,3,,
889-203,4229-7b2b4fbf,Stop D Albany Bus Station,1,0.4346455588819729,2.9
889-203,4341-d912150d,McClymonts Road/Kerekin Drive,2,0.3235956577863538,1.2833333333333334
889-203,4230-f56f32c5,Pinehill School,3,0.41795199281749956,1.7166666666666666
889-203,3181-99d91451,Bundoran Way,4,0.5426377915497088,2.066666666666667
889-203,3180-1d418b26,Killybegs Drive,5,0.41366414903673326,1.65
889-203,4205-8a30e111,Apollo Medical Centre,6,0.3100567844788373,1.15
889-203,4209-872d1f68,Orbit Drive,7,0.44768135420608973,1.7833333333333334
889-203,4179-c48e5ef9,Arrenway Drive,8,0.40327147106238104,1.6
889-203,4207-040a59e8,Constellation Drive,9,0.3517616470944085,2.15
889-203,3173-1a4136ad,Atlas Place,10,0.21861536878909313,0.85
889-203,3175-c8fa8ac3,Vega Place,11,0.41915506269238745,2.85
889-203,4225-d1316454,Stop C Constellation,12,,
NX2-207,4981-ecc5b741,Stop A Hibiscus Coast,1,11.658773445828249,15.0
NX2-207,4228-9f4125d4,Stop B Albany Bus Station,2,3.5848844284636234,7.0
NX2-207,4222-1f71df5f,Stop A Constellation,3,1.3687240900930875,1.1666666666666667
NX2-207,3219-bb8cdfc6,Stop A Sunnynook,4,2.81438405380004,2.4
NX2-207,3360-2172b89d,Stop A Smales Farm,5,1.6661719918331561,1.4333333333333333
NX2-207,4065-8a7abe55,Stop A Akoranga,6,5.368258805110394,7.0
NX2-207,7037-03bd4aae,Daldy Street,7,0.35942333526937137,4.25
NX2-207,1319-b41ddf26,Halsey Street/Victoria Park,8,0.41145247346269936,4.75
NX2-207,1089-d1686dd6,International Convention Centre,9,0.187462899367831,2.85
NX2-207,7041-bbe05061,Wellesley Street/Federal Street,10,0.42487016059967325,4.066666666666666
NX2-207,7039-8de4104f,AUT,11,0.2505932750882513,2.9
NX2-207,7128-d8460fc5,Wakefield Street,12,0.20422022176841037,3.183333333333333
NX2-207,7147-4e9003b4,Stop E Auckland Universities,13,,
861-203,4196-29e2827a,Longshore Drive,34,7.865320018545196,
712-221,6122-1257ff39,Wharf Road,38,,
325-221,1810-080e8faf,Bay 10 Manukau Bus Station,55,7.535313752889126,
941-203,3362-ccf47a82,Stop C Smales Farm,1,0.4952280155046143,1.3333333333333333
941-203,3386-72a1a329,Wairau Road/Forrest Hill Road,2,0.48367453116529163,0.9666666666666667
941-203,3388-de202ff4,Pak'nSAVE Wairau,3,0.2720939059062246,0.7166666666666667
941-203,3737-5c965db8,Poland Road,4,0.19008007398930335,0.36666666666666664
941-203,3739-0dabb3e6,Locket Road,5,0.35171699130626294,0.7166666666666667
941-203,3721-1e3d7493,Chivalry Road/Bruce Road,6,0.32224272646539304,0.65
941-203,3728-92762736,Chivalry Road/Bruce Road,7,0.3980098435956847,0.7666666666666667
941-203,3727-8a82e396,Chivalry Road/Diana Drive,8,0.09082049962740861,0.18333333333333332
941-203,3729-19f42f39,Glenfield Presbyterian Church,9,0.30187843369903516,0.65
941-203,3731-c229b120,Colin Wild Place,10,0.2373355702804747,0.5166666666666667
941-203,3733-6ea26732,Chivalry Road/Glenfield Road,11,0.16160837069005177,0.4
941-203,3875-7f281331,461 Glenfield Road,12,0.3850016584596313,0.7166666666666667
941-203,4010-879b57fd,Glenfield Mall,13,0.23467645016668945,0.5
941-203,3912-1a8b4c6f,Kaipatiki Park,14,0.54205538729139,0.9333333333333333
941-203,3914-e9639715,Glenfield College,15,1.3584422639826852,2.25
941-203,4075-af55b9cb,Lauderdale Road,16,0.574557168542767,0.9166666666666666
941-203,4049-f5b6897e,Lancaster Road,17,0.23361637938385815,0.36666666666666664
941-203,4047-641945d2,Maria Assumpta Catholic Church,18,0.24974116470620225,0.38333333333333336
941-203,4043-1f23b270,Shepherds Park,19,0.2426762412926017,0.5333333333333333
941-203,4037-7a93acc7,Beach Haven Shops,20,0.295376399949518,0.4666666666666667
941-203,4035-483cab4e,Gilpin Place,21,0.4093052700754107,0.6166666666666667
941-203,4033-249ec654,Aeroview Drive,22,0.27915659348149274,0.48333333333333334
941-203,4031-ae354dce,Lysander Crescent,23,0.4452333107134799,0.7166666666666667
941-203,4029-86fcbb8e,Gemini Place,24,0.44602496190087587,0.75
941-203,4027-243bd8c3,Kia Ora Road,25,0.37340910309775566,0.6166666666666667
941-203,4025-ff19fba8,Island Bay Road,26,0.26000882913348217,0.4666666666666667
941-203,4023-2b3d3861,Monte Cassino Place,27,0.3059957360341915,0.48333333333333334
941-203,4021-1281a1ab,Verrans Corner,28,0.28153003225419004,0.5
941-203,4067-b3b9fca9,Kauri Road,29,0.2749083650761219,0.43333333333333335
941-203,4015-a14b306b,Balmain Road,30,0.23424794857984785,0.4166666666666667
941-203,4351-644a036d,New World Birkenhead,31,0.2885774224237963,0.45
941-203,4019-77cf720e,Roseberry Avenue,32,0.28135168882412,0.43333333333333335
941-203,4017-3896d130,Porritt Avenue,33,0.4235436647518921,0.6833333333333333
941-203,3983-eed81dd3,Birkenhead Square,34,0.2388322213173839,0.5833333333333334
941-203,4030-2ac77ad4,Highbury Shops,35,0.1478355894708485,0.5
941-203,3949-3e95acd9,Birkenhead Avenue,36,0.22177427579167663,0.5
941-203,3951-9f0b65bb,Aorangi Place,37,0.32570349562754886,0.7333333333333333
941-203,3953-65d457e4,Park Avenue,38,0.2436895788514744,0.55
941-203,3955-edf582eb,Onewa Road/Northcote College,39,0.2184544694828403,0.5
941-203,3957-95f7701d,St Mary's Catholic Church,40,0.3864793259690108,0.85
941-203,3959-54a6c40a,Northcote Primary School,41,0.10977247506058162,0.45
941-203,4072-626a0126,Lake Road/Northcote Primary,42,0.5990564593885868,1.35
941-203,4068-7d3605a5,Kororo Street,43,0.21017538379183115,0.4666666666666667
941-203,4066-de1d4ff6,Exmouth Road,44,0.23917517608202957,0.5666666666666667
941-203,4062-e4e21a7f,Stop C Northcote,45,0.3087574119297403,0.6
941-203,4060-8f51fb05,Northcote Intermediate School,46,0.40891304042098725,0.9833333333333333
941-203,4058-3fbc95da,Lindisfarne Reserve,47,0.4165979342593732,1.2333333333333334
941-203,4256-dde13724,Akoranga Drive/Onewa Domain,48,0.43935611771467803,0.9833333333333333
941-203,4056-de4dabbe,Kitewao Street,49,0.3916922720039239,0.9333333333333333
941-203,4054-88e31ac2,AUT North Shore Gate 1,50,0.24429934807306855,0.5833333333333334
941-203,4319-bd819ef2,AUT North Shore Gate 2,51,0.4079595561222162,1.65
941-203,4087-ec6d4a67,Stop D Akoranga,52,0.549677008881678,1.5
941-203,4313-691aacad,Des Swann Drive,53,0.41326570923794537,1.4166666666666667
941-203,3277-dda3fc65,Barrys Point Road,54,0.49923250182523865,1.65
941-203,3568-f27e3073,Stop B Takapuna,55,,
INN-202,7130-50c017db,Pitt Street,1,0.31521413158992073,0.9
INN-202,7134-3cc678cc,Rainbow Bridge/Karangahape Road,2,0.3845315697804834,1.1666666666666667
INN-202,7212-9f5ed9ad,Ponsonby Road/Karangahape Road,3,0.3365715435657427,0.9333333333333333
INN-202,7214-56f7c5db,Ponsonby Road/Western Park,4,0.2605398206917279,0.7333333333333333
INN-202,7216-2fea78e2,Ponsonby Road/Picton Street,5,0.4222459103139504,1.15
INN-202,7218-8c2578c2,Summer Street,6,0.1907345575805552,0.55
INN-202,7220-59991287,Ponsonby Methodist Church,7,0.18468571024545286,0.5166666666666667
INN-202,7222-cf6ea570,All Saints Anglican Church,8,0.2574760383797476,1.05
INN-202,7113-084b368e,Three Lamps,9,0.35073328395402625,2.2666666666666666
INN-202,7111-398e6ec5,Mercy Hospice,10,0.22456605063719703,1.5
INN-202,7109-13c2b0c9,Gudgeon Street,11,0.3610597322018408,2.2333333333333334
INN-202,7107-14d27628,Victoria Park Market,12,,
295-202,8853-d1b16d7a,Stop D Royal Oak,16,,
917-203,4030-2ac77ad4,Highbury Shops,6,,
295-202,8853-d1b16d7a,Stop D Royal Oak,1,0.18900973167506271,0.8166666666666667
295-202,8851-68f6a344,Crown Street,2,0.4430370047916523,1.8333333333333333
295-202,8849-4aab37f8,Marcellin College,3,0.3213643178276036,1.35
295-202,1873-536a0e54,Peet Avenue,4,0.12689748094858166,0.7
295-202,8649-9a4518ce,Buckley Road/Mount Albert Road,5,0.2692483127344337,1.1166666666666667
295-202,8647-b0807dc5,Buckley Road Shops,6,0.2862940927860098,1.2
295-202,8645-9fcf4943,Buckley Road/Liverpool Street,7,0.4275892944258086,2.033333333333333
295-202,8641-f893f56d,Heywood Crescent,8,0.2604055338452441,1.0833333333333333
295-202,8639-fee9d532,The Drive/Empire Road,9,0.3740370790541973,1.65
295-202,8635-33882370,St Andrews Road/Empire Road,10,0.2760774950635199,1.2333333333333334
295-202,8633-979faa8d,Watling Street,11,0.24552053465822424,1.0333333333333334
295-202,8631-f6a958cd,Morvern Reserve,12,0.35166745484397094,1.45
295-202,8629-bb513620,Aberfoyle Street,13,0.14708712481272324,0.6833333333333333
295-202,8627-37d3366b,King George Avenue/St Andrews Road,14,0.3164018127974474,1.6666666666666667
295-202,8613-4751bac6,Melville Park,15,0.18092661086583325,0.7833333333333333
295-202,1411-48828367,Kohia Terrace School,16,0.29930233369659115,1.2666666666666666
295-202,8609-c44c1dda,Epsom Avenue,17,0.34090448511631233,1.4166666666666667
295-202,8607-b01ca7e8,Domett Avenue,18,0.31860065201643656,1.3333333333333333
295-202,8605-9ce45833,Gillies Avenue/Epsom Girls Grammar,19,0.18488024643526924,0.8
295-202,8603-9871bd3c,Silver Road,20,0.6989005723659558,2.9
295-202,8601-6b48dbd2,Newmarket Primary School,21,0.30646978702780914,1.5666666666666667
295-202,7177-4660a5ff,Melrose Street,22,0.30944099650644186,1.3
295-202,7175-9bcf7fd5,Khyber Pass Road/Mountain Road,23,0.7183197388876293,2.966666666666667
295-202,7171-70aedbfa,Madeira Place,24,0.3223909104798614,1.75
295-202,7151-93995941,Symonds Street/Upper Symonds Street,25,0.588297104098165,3.15
295-202,7063-56c065c6,Queen Street/Karangahape Road,26,0.7028754814250567,2.9166666666666665
295-202,7055-8c84c05a,Stop E The Civic,27,,
802-202,3532-522efbf1,O'Neill's Park,1,0.1921579996019882,0.6166666666666667
802-202,3534-9c3a9bfb,Lansdowne Street,2,0.1952778977616307,0.6333333333333333
802-202,3536-ff7230ca,Balfour Street,3,0.4182872535119147,1.3166666666666667
802-202,3538-8f25d1c9,Sandy Bay Road,4,0.214288786406781,0.6833333333333333
802-202,3540-191bce7a,Bayswater Park,5,0.4369764917327955,1.35
802-202,3542-fe4b095a,Leander Road,6,0.26353291895110886,0.8333333333333334
802-202,3544-89844715,Preston Avenue,7,0.2593397299547445,0.8166666666666667
802-202,3546-0ad29d20,Moana Avenue,8,0.21364456403163432,0.8333333333333334
802-202,3397-fe0dab0b,Corella Road,9,0.19341925009212307,0.7833333333333333
802-202,3548-0daa6ccd,Bardia Street/Lake Road,10,0.23721994341003277,0.7333333333333333
802-202,3550-4fdd6e1d,Coronation Street,11,0.23402588788731793,0.7833333333333333
802-202,3525-045de669,Creamer Avenue/Eversleigh Road,12,0.2008923429714105,0.7333333333333333
802-202,3529-84f5afc2,Rutherford Street,13,0.12483448417542048,0.5666666666666667
802-202,3531-fd12b583,Northboro Road/Eversleigh Road,14,0.3634665890029824,1.1166666666666667
802-202,3533-d1ee4567,Birchfield Road,15,0.24396404298785712,0.7666666666666667
802-202,3535-8492e996,Northboro Road/Jutland Road,16,0.3593185097550394,1.4
802-202,3387-1a1780ed,Hauraki Corner,17,0.23676392358474374,0.7666666666666667
802-202,3447-edef4d2a,Cameron Street,18,0.19200230402192794,0.8
802-202,3486-55293d5a,Esmonde Road/Lake Road,19,0.24998529233705302,0.8
802-202,3484-ce435305,Eldon Street,20,0.2087501157989264,0.6666666666666666
802-202,4111-1ca44894,Harbourside Church,21,5.685074358114173,7.0
802-202,7037-03bd4aae,Daldy Street,22,0.5185981086050875,7.766666666666667
802-202,1079-d80fd2d6,Sale Street,23,0.2755798744134741,3.35
802-202,1089-d1686dd6,International Convention Centre,24,0.187462899367831,3.533333333333333
802-202,7041-bbe05061,Wellesley Street/Federal Street,25,0.40944204482401325,6.35
802-202,7038-5a158f6f,AUT,26,,
917-203,3973-8aeb420a,Birkenhead Wharf,43,0.0,
112-206,5941-0575e04d,NorthWest Shopping Centre,28,6.2467089256216735,
995-203,4982-1f78709d,Stop B Hibiscus Coast,1,25.775968798690066,29.0
995-203,4518-1673bc12,Stop B Warkworth Community Transport Hub,2,1.2279229032471097,4.0
995-203,4580-39a597e5,Walton Avenue,3,0.7108080764224257,2.0
995-203,4593-de6f7542,Percy Street,4,,
170-203,5236-25973e9d,Titirangi Village,13,0.5025701290981245,1.7833333333333334
170-203,5168-a86ac167,522 South Titirangi Road,14,0.2227376221501342,0.6833333333333333
170-203,5166-239f0ff9,554 South Titirangi Road,15,0.4844683852377825,1.5
170-203,5164-5fd4e7a2,630 South Titirangi Road,16,0.21460804825607885,0.6833333333333333
170-203,5162-87b8d4a3,Grendon Road,17,0.22451701316750913,0.7
170-203,5160-3563f974,Woontons Lane,18,0.24608902369507532,0.7833333333333333
170-203,5158-2f13e987,McEldowney Road,19,0.26840518045008904,0.8666666666666667
170-203,5156-fba9ebdf,716 South Titirangi Road,20,0.2506052769044513,0.95
170-203,5154-b53f0967,764 South Titirangi Road,21,0.2611616214371361,1.05
170-203,5143-79823d88,Arama Avenue,22,,
191-203,5906-0bdc14c3,Stop A New Lynn,1,0.37086856364020104,1.05
191-203,1546-33fd8055,Lynnmall - The Brickworks,2,0.6194272448795305,1.6833333333333333
191-203,1652-f788a7fc,Riverbank Road,3,0.568001163933881,1.4833333333333334
191-203,7007-48699dba,121 Ash Street,4,0.46996229458339783,1.2166666666666666
191-203,5963-6ea583bb,Avondale Racecourse,5,0.4327392036511205,1.8833333333333333
191-203,8540-d80470d6,Rosebank Road/Victor Street,6,0.295458876317961,0.8666666666666667
191-203,8520-b9fc8ffd,Riversdale Road corner,7,0.2799175661875459,0.6833333333333333
191-203,8468-9bab92dc,Riversdale Reserve,8,0.3596818571874558,0.85
191-203,8476-47dc416a,Maple Street corner,9,0.19106032958080318,0.48333333333333334
191-203,1662-f44575e3,Coronet Place,10,0.17764982717810043,0.43333333333333335
191-203,1660-e6d95a31,36 Maple Street,11,0.29154506651307016,0.8
191-203,1637-e2cc5418,Maire Street,12,0.2304563119084904,0.55
191-203,8579-e0f8bac3,Oregon Avenue,13,0.2085236868598724,0.5166666666666667
191-203,1639-2b968351,Rosebank Shops,14,0.1573168023414367,0.5166666666666667
191-203,8549-df9aef8d,Eastdale Reserve,15,0.33766372683946944,0.8166666666666667
191-203,8547-278f8ed7,Rosebank Road/Riversdale Road,16,0.24927616660937546,0.6
191-203,8545-aed7c410,Rosebank Road/Victor Street,17,0.17561754457350076,0.4666666666666667
191-203,8543-727fd737,Aspen Street,18,0.3118164381545269,0.5333333333333333
191-203,1561-ef0d367d,Avondale Rest Home & Hospital,19,0.1262180727078318,0.5666666666666667
191-203,1441-3c2cada5,Avondale Shops,20,0.15297107722683517,0.45
191-203,8539-95afc972,Stop C Avondale,21,0.20776839224958366,0.6
191-203,8537-f93532cb,Rosebank Road/Roberton Road,22,0.12697857423427444,0.5333333333333333
191-203,8334-d261b935,Avondale Islamic Centre,23,0.2640687983957961,1.2333333333333334
191-203,8243-5e4fe57d,Soljak Place,24,0.29968398455048934,1.5166666666666666
191-203,1044-9df25e7e,Avondale Motor Park,25,0.27485867695896654,0.7666666666666667
191-203,1654-278a6a65,Bollard Avenue/Methuen Road,26,0.364269680934692,1.2833333333333334
191-203,8022-95828b4b,New Windsor Road,27,0.39700663809525416,1.1166666666666667
191-203,1724-db503a13,Whitney Street/Tiverton Road,28,0.527532443545051,1.45
191-203,1726-b03695cd,Mulgan Street,29,0.3582895183897108,1.0166666666666666
191-203,8288-2581cfbe,Maui Pomare Street,30,0.16246382815812818,0.4666666666666667
191-203,8290-04d07a5c,Terry Street,31,0.3072988224618969,1.0833333333333333
191-203,1769-52f631a6,Blockhouse Bay Beach Reserve,32,0.3587080819373205,1.3833333333333333
191-203,8354-76f8eda6,Rathlin Street,33,0.3665624045663074,1.1
191-203,8356-c674baad,Stop D Blockhouse Bay,34,0.21902354859070536,0.7333333333333333
191-203,8900-1cb62ea6,Iona Presbyterian Church,35,0.31468890704452446,0.8333333333333334
191-203,8902-8b9ceecc,Lewis Street,36,0.21603406587044943,0.5666666666666667
191-203,8904-0772737f,Francis Curtis Avenue,37,0.20505082229211422,0.55
191-203,8906-56698df5,Lynbrooke Avenue,38,0.35399009129841075,0.9166666666666666
191-203,8909-cf3950f8,Lynfield College,39,0.37061895131789113,1.1666666666666667
191-203,1748-bb932c38,Murray Halberg Retirement Village,40,0.6951637534744943,1.95
191-203,8691-072762e5,Iberia Place,41,0.3737671773542536,1.0
191-203,8689-141d1cf1,Himalaya Crescent,42,0.3591858685818164,0.9666666666666667
191-203,8687-55bb130e,Manukau Domain,43,0.30958127306816746,0.9166666666666666
191-203,8685-fb41f304,Halsey Drive,44,0.3031910668667986,0.9666666666666667
