route_id,stop_id,stop_name,stop_sequence
82-202,3294-48ade7c9,Killarney Street,11
82-202,3292-40dce9d1,O'Neills Avenue,12
82-202,3290-f857cc7f,Eric Price Avenue,13
82-202,3288-f4b0f273,Muritai Road,14
82-202,3286-a8eaecc3,Saltburn Road,15
82-202,3284-2a694648,Milford Rd,16
82-202,3354-139e6872,Milford Centre,17
365-203,2716-29bbacfe,Papakura Station,1
365-203,2553-f0487be1,Countdown Papakura,2
365-203,2523-cb538dd9,Papakura Shops,3
365-203,2772-1fd0d0e0,Countdown Roselands,4
365-203,2728-7f29cac6,Old Wairoa Road,5
365-203,2664-693a6060,Waterview Road East,6
365-203,2666-af353aa5,Papakura Normal School,7
365-203,2726-b8f73ac4,Sires Parkway,8
365-203,2724-2d993fca,Marengo Parkway,9
365-203,2570-48b34b53,Wairepo Street,10
365-203,2727-849caf40,Takanini Station,11
365-203,2734-1c542fc1,Takanini School Road/Manuroa Road,12
365-203,2097-4f0bff5d,Porchester Road,13
365-203,2455-2b646d29,Nearco Street,14
365-203,2453-62abc2a4,Goldnib Place,15
365-203,2351-15155db1,Ribot Place,16
365-203,2457-a77f224c,Balloch Street,17
365-203,2276-67b1ef98,Melleray Place,18
365-203,2278-5bf99972,Randwick Place,19
365-203,2296-1162903e,Randwick Park School,20
365-203,2298-d3e01fa0,Skelton Avenue,21
365-203,6981-380b6c20,Magic Way,22
365-203,6755-9dfb51f1,Scotts Road,23
365-203,6753-72ac239b,Flemming Street,24
365-203,2479-ec9ba850,Manurewa Cosmopolitan Club,25
365-203,6048-79f366f2,Stop A Manurewa Station,26
365-203,6812-beac66a9,Lupton Road,27
365-203,6814-8bf8536a,Manurewa Recreation Centre,28
365-203,6965-fb048d74,Manurewa Intermediate School,29
365-203,6816-55028d41,St Anne's Catholic School,30
365-203,6818-10ea0f37,Cambridge Road,31
365-203,6820-8cbb0d26,Arbor Close,32
365-203,6822-09e23b82,Browns Road,33
365-203,6105-a18f1a30,Homai Station,34
365-203,6982-6001a44f,Dalgety Drive/Kerrs Road,35
365-203,6893-71d035c6,Druces Road,36
365-203,6889-4f67284c,Druces Road/Kerrs Road,37
365-203,2357-c22e08cd,Celadon Place,38
365-203,2359-41b488e3,Druces Road/Wiri Station Road,39
365-203,1818-09798780,Bay 18 Manukau Bus Station,40
751-202,7527-40c64bf0,Panmure Town Centre,1
751-202,7525-69c75ee0,Jellicoe Road,2
751-202,1760-317dbc99,Stop A Panmure Station,3
751-202,7523-7abc98c6,Mountain Road,4
751-202,7489-85e96a82,Marua Road,5
751-202,7487-0556732c,Marua Road/Burt Road,6
751-202,7485-cb366dde,Marua Road/Harris Road,7
751-202,7483-368b1006,181 Marua Road,8
751-202,7481-99dc4afd,Marua Road/Stanhope Road,9
751-202,7479-451e0ff3,Dryden Place,10
751-202,7477-c3b6a0fc,Celtic Crescent,11
751-202,7475-6704c4e5,Whites Way,12
751-202,7473-f7aa64d7,55 Marua Road,13
751-202,7471-1e145506,Michaels Avenue,14
751-202,7703-4df3e512,Ladies Mile/Peach Parade,15
751-202,7701-9537b743,Ladies Mile/Remuera Road,16
751-202,7421-0c4f2fc5,Ladies Mile,17
751-202,7419-06bbb7f5,Wairua Reserve,18
751-202,7417-74d1cb14,Remuera Library,19
751-202,7415-89941a74,Remuera Shopping Centre,20
751-202,7413-5b60baaa,King's School,21
751-202,7411-178b9a8a,Market Road,22
751-202,7409-377ce8e1,Ohinerau/Mount Hobson,23
751-202,7407-86729a62,Pere Street,24
751-202,7405-3daeb84e,St Marks Road,25
751-202,7403-e1b8f424,St Marks Church,26
751-202,7401-a5e03a87,Stop E Newmarket Station,27
172-203,5910-8a72e090,Stop C New Lynn,1
172-203,1642-be7e85ca,West Edge,2
172-203,5135-ef2e9b97,New Lynn Samoan Church,3
172-203,5212-0c6f75f7,Titirangi Road/Gardner Avenue,4
172-203,5214-ab0cd703,Titirangi Road/Willerton Avenue,5
172-203,5216-2bd68620,Parker Avenue,6
172-203,5220-caab5dff,Old Titirangi Road,7
172-203,5222-9cb09b18,Pleasant Road,8
172-203,5228-a142d871,Titirangi Road/Golf Road,9
172-203,5230-c1b924f5,Highland Avenue,10
172-203,5232-9bab6afd,330 Titirangi Road,11
172-203,5234-66243375,Godley Road,12
172-203,5236-25973e9d,Titirangi Village,13
172-203,5017-e5128d9f,Daffodil Street,14
172-203,5019-0e1b79b9,Woodfern Crescent,15
172-203,5473-7264342b,Kaurilands Shops,16
172-203,5021-1e75948e,Kaurilands Domain,17
172-203,5015-71e3e435,Scotstoun Place,18
172-203,5001-45f5a462,Terra Nova Street,19
172-203,5009-b9f30e85,Routley Drive,20
172-203,5011-cccd0ff6,Savoy Road,21
172-203,5897-9232d69d,Glen Eden Shops,22
172-203,5287-2b7e4929,Glen Eden Library,23
172-203,5429-821b0f7e,Glen Eden Station,24
74-221,7821-f47ec9af,Stop C Glen Innes Station,1
74-221,1474-94be995d,Stop B Glen Innes Station,2
74-221,7559-07cf680e,Talbot Reserve,3
74-221,7557-43c9d9d4,Pt England Road/Pilkington Road,4
74-221,7555-b8be19e9,Waddell Avenue,5
74-221,7553-0624728d,Erima Avenue,6
74-221,7551-9c093008,Point England roundabout,7
74-221,7549-bfa9461c,Erima Avenue/Anderson Avenue,8
74-221,1838-f6ac0b50,Erima Avenue/Tripoli Road,9
74-221,7547-fb5aadad,Tripoli Road/Torino Street,10
74-221,7545-c4377a2e,Tripoli Road/Oran Road,11
74-221,7543-7614cb12,Tamaki Primary School,12
74-221,7541-7dc0141d,Larsen Road,13
74-221,7537-41d856a0,Caen Road,14
74-221,7527-40c64bf0,Panmure Town Centre,15
74-221,7525-69c75ee0,Jellicoe Road,16
74-221,1761-6b5487b4,Stop C Panmure Station,17
74-221,7819-f378c8e9,Ellerslie Panmure Highway,18
74-221,7817-650346c4,Panmure District School,19
74-221,7815-29ecf59e,144 Mount Wellington Highway,20
74-221,7813-27843766,Mount Wellington Shopping Centre,21
74-221,1875-2a40a0fc,Countdown Mount Wellington,22
74-221,7811-a46a29b9,Longford Street,23
74-221,7239-c0c685ef,Stop B Sylvia Park,24
74-221,1333-46bc7ff3,Mutukaroa/Hamlins Hill,25
74-221,1603-946dc0bc,Southdown Lane,26
74-221,7631-8f530630,Church Street East,27
74-221,7995-c06e3077,Mount Smart Stadium,28
74-221,8169-7d3ae667,Goodman Place,29
74-221,8167-bb175b1b,Patrick Street,30
74-221,8165-09a899c1,Te Papapa,31
74-221,8163-43834b31,Captain Springs Road,32
74-221,8161-5aa156f3,Alfred Street,33
74-221,1025-a0d7dfbb,Church Street/Victoria Street,34
74-221,1405-ade6c35b,Dress-Mart Onehunga,35
74-221,8593-1b5d5171,Stop F Onehunga,36
22R-202,1324-5bb75ebb,Hardinge Street,1
22R-202,1095-d2168523,Vogel Lane,2
22R-202,1083-c5d88fd1,SkyCity Auckland,3
22R-202,7039-8de4104f,AUT,4
22R-202,7154-6abdce52,Whitaker Place,5
22R-202,7162-076ad8fe,Stop C Grafton Bridge,6
22R-202,7166-dede1f1a,Symonds Street/Upper Symonds Street,7
22R-202,8200-d1bfe27c,Mount Eden Road,8
22R-202,8202-8649759f,Mount Eden,9
22R-202,8204-8ceab9a4,George Street,10
22R-202,8208-015ff490,New North Road/Sandringham Road,11
22R-202,8210-11ad8ec2,New North Road/Kingsland Station,12
22R-202,8212-f87a4857,Kingsland Avenue,13
22R-202,8214-5814cd8e,Morningside Shops,14
22R-202,7292-85ba5518,Leslie Avenue,15
22R-202,8866-76b65aa3,Morningside Drive/St Lukes Mall,16
22R-202,1881-82b64ad7,Lyon Avenue,17
22R-202,8868-b5c5fd77,New North Road,18
22R-202,8222-c91d7e87,Mount Albert War Memorial Reserve,19
22R-202,8224-1d6a91ea,Alice Wylie Reserve,20
22R-202,8226-1ed5b7ee,Ferndale House,21
22R-202,8230-086f9a5e,Mount Albert Shops,22
22R-202,8232-aefde1af,Mount Albert Station,23
22R-202,8234-c8ca0638,1028 New North Road,24
22R-202,8236-0623e333,Elim Christian College,25
22R-202,8238-dbd05284,Anderson Park,26
22R-202,8240-4c888723,PAK'nSAVE Mount Albert,27
22R-202,8242-083a1aa0,Soljak Place,28
22R-202,8331-c2dad3f5,Avondale Islamic Centre,29
22R-202,8534-e6e024be,Rosebank Road/Roberton Road,30
22R-202,1456-b3388936,Stop D Avondale,31
22R-202,8536-e0de6bdd,Avondale Shops,32
22R-202,1594-bc27539b,Avondale Rest Home & Hospital,33
22R-202,8540-d80470d6,Rosebank Road/Victor Street,34
22R-202,8542-1d8e68fd,Rosebank Road/Riversdale Road,35
22R-202,8544-3c80f0f8,Eastdale Reserve,36
22R-202,8572-3b7ac39b,Oregon Avenue,37
22R-202,8568-6ba71827,Maple Street,38
22R-202,8577-b4b774e3,Avondale Road,39
22R-202,8575-0ad3694c,Esmeralda Avenue,40
22R-202,8573-369f0d03,Waterton Place,41
22R-202,8571-8bc50a89,Rosebank Road corner,42
22R-202,4308-b5e254d1,Copsey Place,43
147-206,1626-9c0bc3b9,Township Park,1
147-206,1681-986623a0,11 McEntee Road,2
147-206,1557-2ed6118d,Northfield Road,3
147-206,1538-a81966ce,Burnham Road,4
147-206,1521-fc79e8ca,Kay Road,5
147-206,5975-c6cc5505,Swanson Station,6
147-206,5397-b354e182,Swanson Village,7
147-206,1571-58fdfa09,Swanson School,8
147-206,5399-16b21dcc,North Candia Road,9
147-206,5401-c75b036f,Waimoko Stream Bridge,10
147-206,5403-f2608d68,Ranui Park,11
147-206,5762-343b5d09,Swanson Road corner,12
147-206,5764-89f9c7eb,Elvira Walk,13
147-206,5766-37eed699,Luanda Drive,14
147-206,5768-b764b8de,Ranui Library,15
147-206,1628-edb185b5,Ranui Station,16
147-206,1569-bed229ee,Ranui Kingdom Hall,17
147-206,5737-728f5801,Riserra Drive,18
147-206,5735-d545c6a1,9 Metcalfe Road,19
147-206,5806-246560f5,Larnoch Corner,20
147-206,5808-f0369053,Alan Avenue,21
147-206,5633-5892448b,Stephen Avenue,22
147-206,5699-dd5367fb,Te Pai Park,23
147-206,5701-ef0f8cf9,Lincoln Centre,24
147-206,5703-859ebe32,Waitakere Hospital,25
147-206,5790-1b12884d,Buscomb Avenue,26
147-206,5792-843529f0,Waitakere Gardens,27
147-206,5837-8f27177a,Unitec Waitakere,28
147-206,5860-54b01d1a,Stop B Henderson Station,29
24R-202,1053-6f2a0ca4,Graham Street,1
24R-202,1095-d2168523,Vogel Lane,2
24R-202,1083-c5d88fd1,SkyCity Auckland,3
24R-202,7039-8de4104f,AUT,4
24R-202,7154-6abdce52,Whitaker Place,5
24R-202,7162-076ad8fe,Stop C Grafton Bridge,6
24R-202,7166-dede1f1a,Symonds Street/Upper Symonds Street,7
24R-202,8200-d1bfe27c,Mount Eden Road,8
24R-202,8202-8649759f,Mount Eden,9
24R-202,8204-8ceab9a4,George Street,10
24R-202,8208-015ff490,New North Road/Sandringham Road,11
24R-202,7288-bb6afee3,Kowhai Intermediate School,12
24R-202,8300-b8c082cf,Sandringham Road/Kingsland Station,13
24R-202,1406-34010f47,Eden Park,14
24R-202,8306-b4ecab9b,Ward Terrace,15
24R-202,8308-22920a70,Gribblehirst Park,16
24R-202,8310-d45cd267,Aroha Avenue,17
24R-202,8312-7731c7df,Sandringham Road/St Lukes Road,18
24R-202,8314-f202ce78,Edendale Reserve,19
24R-202,8316-3b28d30b,Sandringham Shops,20
24R-202,8318-337a6f12,Parry Street,21
24R-202,8320-462b96d9,Mount Albert Road,22
24R-202,8833-81dc1d7e,Sandringham Road,23
24R-202,8831-f429670c,Beagle Avenue,24
24R-202,8829-36092f06,Euston Road,25
24R-202,8810-30a372d1,Owairaka Avenue/Owairaka Park,26
24R-202,8808-33d0f72f,Hallam Street,27
24R-202,8920-b78ff756,Owairaka Primary,28
24R-202,8922-e0add29b,Hendon Avenue,29
24R-202,8924-6e258aa1,Richardson Road/Motorway Bridge,30
24R-202,8928-62c23e26,Christ The King School,31
24R-202,8273-bf30a637,Roseville Street,32
24R-202,8271-3108d581,New Windsor School,33
24R-202,8275-fe75610a,New Windsor Road/Tiverton Road,34
24R-202,8299-ba8b58a7,Whitney Street,35
24R-202,8297-712c6e1f,77 Tiverton Road,36
24R-202,1503-35fe856b,Tiverton Road/Blockhouse Bay Road,37
24R-202,8456-4b6a8a25,Glenavon Surgery,38
24R-202,8458-e5e9cfb3,Lansford Crescent,39
24R-202,8460-aaccf95f,Miranda Street,40
24R-202,8462-429226df,Olympic Park,41
24R-202,5908-eb576903,Stop B New Lynn,42
325-221,1810-080e8faf,Bay 10 Manukau Bus Station,1
325-221,6362-1a88136d,Sikkim Crescent,2
325-221,6364-d8e657ee,Derrimore Heights,3
325-221,6366-2968b43f,Courant Place,4
325-221,6182-8544e5f6,Redoubt North School,5
325-221,6156-60626963,Manukau Sports Bowl,6
325-221,6319-f2cf4978,Hollyford Drive/Te Iririrangi Drive,7
325-221,6306-5444647c,Hollyford Drive,8
325-221,6308-787111d1,Boundary Road,9
325-221,6313-c7a93ff1,Alta Terrace,10
325-221,6311-c0942cf4,Chapel Downs Primary/Dawson Road,11
325-221,6309-d4ee3b3a,Jehovah Witness Church,12
325-221,6307-b8fdceb7,Dawson Road Shopping Centre,13
325-221,6325-fdb312ce,Bible Baptist Church,14
325-221,6323-b3ffca44,Ravenna Way,15
325-221,6321-afbc2df9,South Auckland Bible Church,16
325-221,2218-4acfc0fe,Preston Road/Bairds Road,17
325-221,6417-653fde00,Preston Road,18
325-221,6415-e8d3d4e5,Guthrey Place,19
325-221,6413-34a5538f,Everitt Shops,20
325-221,6411-496fa4c0,Yendarra School,21
325-221,6409-caae7380,Otamariki Park/Bairds Road,22
325-221,6191-7bd7c621,Otara Transport Centre,23
325-221,6370-3940f62e,St John the Evangelist School,24
325-221,6372-5ec9bc11,Nga Kete Wananga Marae MIT,25
325-221,6374-f481f4a4,Clyde Road,26
325-221,6399-545bfb99,Gaye Crescent,27
325-221,6397-a9f34b8d,Gilbert Road Shops,28
325-221,6395-e949bdce,Lappington Road,29
325-221,6405-57c2399c,Gilbert Road,30
325-221,6403-505b8632,Wymondley Shops,31
325-221,6401-9b98ec88,Bairds Road,32
325-221,6569-cf5bed8d,Nelson Street,33
325-221,7649-7f88ce37,Alexander Street,34
325-221,6565-880d14bd,Fort Richard Road,35
325-221,1355-72782936,Stop A Otahuhu Town Centre,36
325-221,7025-f2894a7d,Otahuhu Library,37
325-221,1773-786db5ce,Stop C Otahuhu Station,38
325-221,2014-2d0d6645,Lippiatt Road,39
325-221,2496-0e2a2d1f,Middlemore Road,40
325-221,6402-626c4660,Rosella Road,41
325-221,6498-3b72f3d9,Vine Street/Massey Road,42
325-221,6500-269612bc,Driver Road,43
325-221,2214-b69e7be9,Cleek Road,44
325-221,6502-3f06fb96,Sutton Park,45
325-221,6504-0b49a386,Macky Avenue,46
325-221,6506-f850c793,Blake Road,47
325-221,6517-8ced365b,Tennessee Avenue/Vine Street,48
325-221,6515-ad5156a9,Tennessee Avenue,49
325-221,6513-52b6002b,Fleming Street,50
325-221,6583-3a24b101,Wickman Way,51
325-221,6581-a5110921,Tannock Place,52
325-221,6579-de011954,Chelburn Crescent,53
325-221,6577-1ab040c4,Wickman Way/Southern Cross Campus,54
325-221,2172-410f5d73,Pacific Islands Church,55
325-221,6957-a9e71190,Mangere Baptist Church,56
325-221,6955-d08738e8,Mangere Town Centre,57
31-221,6233-47eb8987,Stop B Botany Town Centre,1
31-221,6295-d0a34644,Carlingford Drive,2
31-221,6865-84853327,Smales Road,3
31-221,6935-efc4a8ee,Wayne Francis Drive,4
31-221,6931-b184362c,Kellaway Drive,5
31-221,2043-f4fa5da9,Snave Place,6
31-221,6245-16b82215,Smales Road/Sir William Avenue,7
31-221,6293-5bb256b9,Lady Ruby Drive,8
31-221,2333-d263c632,25 Springs Road,9
31-221,2331-7ad85ea0,Valder Avenue/Springs Road,10
31-221,6340-8246851a,Mayfield Shops,11
31-221,6342-eec60d8d,Tyrone Street,12
31-221,6347-cb1e748d,Mayfield Park,13
31-221,6345-6c4dac30,Williams Crescent,14
31-221,6343-6f8fac24,Hills Court Village,15
31-221,6339-209ede24,Church of the Nazarene,16
31-221,6337-b20b88fd,Otamariki Park,17
31-221,6191-7bd7c621,Otara Transport Centre,18
31-221,6481-60f522d4,East Tamaki Road/Wintere Road,19
31-221,6011-87825887,Saint Johns Church,20
31-221,6759-74bf9e88,Cambourne Road,21
31-221,6961-5ee8fa72,Trimmer Terrace,22
31-221,2311-bc76ec76,145 Shirley Road,23
31-221,2313-e969f225,Stop C Papatoetoe Station,24
31-221,6514-e7e6c960,Station Road/Papatoetoe Station,25
31-221,6516-0fdc082a,Spring Street,26
31-221,6518-e8e92fd2,Ashlynne Avenue,27
31-221,6426-cb8285e1,Franklin Avenue,28
31-221,6428-e809106f,Graeme Avenue Shops,29
31-221,6430-80a2f372,Buckland Road/Raglan Street,30
31-221,2466-94df5dab,Buckland Road/Massey Road,31
31-221,2468-b18a8ad6,Buckland Road/Southern Cross Campus,32
31-221,2172-410f5d73,Pacific Islands Church,33
31-221,6957-a9e71190,Mangere Baptist Church,34
31-221,6955-d08738e8,Mangere Town Centre,35
856-203,4229-7b2b4fbf,Stop D Albany Bus Station,1
856-203,4343-31b97060,Masons Road,2
856-203,4427-1be9d338,Fernhill Way,3
856-203,4407-cc406c5b,Rising Parade,4
856-203,4361-53858956,Harrowglen Drive,5
856-203,3074-2b0e5e76,Oteha Valley Road,6
856-203,4272-29b4de0c,Glamorgan Drive,7
856-203,4294-d8250dd2,Elsfield Place,8
856-203,4276-fdb987b0,Emlyn Place,9
856-203,4278-34ed6d84,Fitzwilliam Drive/Stredwick Drive,10
856-203,4332-9734480e,Tallington Crescent,11
856-203,4107-8208833b,Ian Sage Avenue,12
856-203,4327-4bd5e583,Kura Place,13
856-203,4189-74f6664a,Clensmore Place,14
856-203,3008-6c8522ff,Wairere Road,15
856-203,3007-02dfaf52,Watea Road,16
856-203,3066-3e37a61b,Torbay Shops,17
856-203,3059-ff77a6b4,Long Street,18
856-203,3061-6dd3c186,Waiake Street,19
856-203,3063-4507a37d,Waiake Beach,20
856-203,3065-99d12cd8,Sharon Road,21
856-203,3067-50a328b4,Ridge Road,22
856-203,3071-76ebec37,Mizpah Road,23
856-203,3075-1d979055,Carlisle Road,24
856-203,3109-688d27ee,Bute Road/Beach Road,25
856-203,4191-8ca8efe1,Clyde Road,26
856-203,3107-f77cc5d0,Browns Bay Shops,27
856-203,3120-04dad8cc,Beechwood Road,28
856-203,3118-05e664dd,Browns Bay School,29
856-203,3112-9720422c,Masterton Road,30
856-203,3091-4502a2ef,Browns Bay Road,31
856-203,3093-073ed9a3,East Coast Bays Fire Station,32
856-203,3095-8f6c20ad,Rothesay Bay Shops,33
856-203,3097-6fe84b2c,Kwang Lim Methodist Church,34
856-203,3099-d60108bf,Murrays Bay Beach,35
856-203,3135-052b0e2f,Lyons Avenue,36
856-203,3137-1b13c683,Jutland Street,37
856-203,3139-7cfeb0c1,Mairangi Bay Shops,38
856-203,3141-a52525a5,Kowhai Road,39
856-203,3231-efcbab86,View Road,40
856-203,3233-7aca8ce6,St John's Anglican Church,41
856-203,3235-7d7e8c2a,The Esplanade,42
856-203,3243-6973f266,Park Rise,43
856-203,3258-e1952494,Red Bluff Road,44
856-203,3311-8f805821,Aberdeen Road,45
856-203,3313-c11b8f0f,Kennedy Park,46
856-203,3315-2c6e2b3d,Castor Bay Beach,47
856-203,4181-f4075c39,Beach Road/Rahopara Street,48
856-203,3317-34d3772f,Beach Road/Rahopara Street,49
856-203,3319-7c877fc2,Commodore Parry Road,50
856-203,3350-e924d8a5,Omana Road,51
856-203,3323-008aba42,Milford Centre,52
856-203,3282-46daf077,Milford Shops,53
856-203,3320-992169d1,Kitchener Road,54
856-203,3318-dd71be95,Milford School,55
856-203,3314-0b1c0009,Shakespeare Road/Alma Road,56
856-203,3312-46d7dfac,Shakespeare Road/Carmel College,57
856-203,3310-7c8849de,Brook Street,58
856-203,3353-6403c547,Stop D Smales Farm,59
856-203,3998-c8f01b32,North Shore Hospital,60
856-203,3347-1681eb42,Northcote Road,61
856-203,3349-37cac237,Taharoto Park,62
856-203,3351-f85fcd38,St Joseph's Catholic Church,63
856-203,3277-dda3fc65,Barrys Point Road,64
856-203,3273-329359f7,Takapuna Primary School,65
856-203,3410-d876affc,Stop D Takapuna,66
906-203,4223-96047d1d,Stop D Constellation,1
906-203,3673-7b27aee1,Meadowood Drive,2
906-203,3671-424caf14,93 Sunset Road,3
906-203,3669-9f71b26e,Sunset Road/Trias Road,4
906-203,3858-db2795ed,Tacitus Place,5
906-203,4446-33d1f243,Rewi Alley Reserve,6
906-203,3856-8b76e424,Atlantis Place,7
906-203,3854-8f4d7048,Athena Drive/Trias Road,8
906-203,3689-f4a69fcd,Totaravale Reserve,9
906-203,3631-1ff27c1b,Tawavale Crescent,10
906-203,3687-d6aea259,Totaravale Drive/Link Drive,11
906-203,3685-63256dec,Wairau Park,12
906-203,3683-b8b44a3a,Target Road,13
906-203,3844-9c51b3e9,Target Road/Wairau Road,14
906-203,4203-6c08cf62,133 Diana Drive,15
906-203,3717-1da525d8,Ashfield Road,16
906-203,3719-9c5c16f3,Weldene Avenue,17
906-203,3729-19f42f39,Glenfield Presbyterian Church,18
906-203,3731-c229b120,Colin Wild Place,19
906-203,3733-6ea26732,Chivalry Road/Glenfield Road,20
906-203,3875-7f281331,461 Glenfield Road,21
906-203,4010-879b57fd,Glenfield Mall,22
906-203,3883-bc470485,High Road,23
906-203,3885-45741e02,Oruamo Domain,24
906-203,3930-f6d97f0e,Roberts Road/Glenfield Road,25
906-203,3928-0a8f35be,Seaview Road,26
906-203,3926-b437bc30,Valley View Road,27
906-203,3793-8ec8cefd,Windy Ridge School,28
906-203,3791-a80edd3d,Beaudine Drive,29
906-203,3789-30faf6c2,Tamahere Drive,30
906-203,3918-45d5d569,Peach Road,31
906-203,3916-ead1684a,The Orchards Retirement Village,32
906-203,3785-d70b5c19,Easton Park Parade,33
906-203,3783-17dd3739,Kaipatiki Park,34
906-203,4101-a4a30978,Sunnyfield Crescent,35
906-203,3883-bc470485,High Road,36
906-203,3885-45741e02,Oruamo Domain,37
906-203,3887-c636421d,Roberts Road,38
906-203,3958-31a554d8,Coronation Road/Glenfield Road,39
906-203,3726-b79d57d0,Blenheim Street,40
906-203,3896-69383d9a,Archers Road/Beatrice Avenue,41
906-203,3894-99057734,McFetridge Park,42
906-203,3670-81ba98ab,Sunhaven Avenue,43
906-203,3892-06e34282,172 Archers Road,44
906-203,3888-1efcf135,Locket Road,45
906-203,3886-46b2ad51,Bunnings Warehouse Glenfield,46
906-203,3361-98d82ca9,Pak'nSAVE Wairau,47
906-203,3363-5a4fa6d8,Wairau Road/Forrest Hill Road,48
906-203,3343-f11c1b3c,Westlake Girls High School,49
906-203,3362-ccf47a82,Stop C Smales Farm,50
361-203,6376-c18cf9f9,Sir Edmund Hillary Collegiate,1
361-203,6947-4dd9990c,Clyde Road Shops,2
361-203,6389-f4f254d2,Clyde Road,3
361-203,6387-7ec632e6,Nga Kete Wananga Marae MIT,4
361-203,6191-7bd7c621,Otara Transport Centre,5
361-203,6768-58fb53af,Kimpton Road,6
361-203,6780-4b038d12,Hamilton Road,7
361-203,2110-7b581350,Rose Road,8
361-203,6764-2b22c199,Morris Avenue,9
361-203,2476-cbd421e8,Cornwall Road,10
361-203,2475-78ef38a2,Esperanto Road,11
361-203,2347-8b74f57a,Lloyd Avenue,12
361-203,6022-e74fbfc4,Caspar Road Shops,13
361-203,6748-a5da120c,AUT Manukau,14
361-203,2188-83862626,Osterley Way,15
361-203,2127-d4ee58fe,Stop B Manukau Station,16
361-203,2144-f41225ff,Events Centre,17
361-203,6030-4ac478ba,Kerrs Road,18
361-203,6888-50de093b,Manukau SuperClinic,19
361-203,2174-0a434331,Browns Road/Manukau SuperClinic,20
361-203,2176-c597994d,Sturdee Road,21
361-203,2204-9a689ca9,Manurewa High School,22
361-203,2178-24e1f96d,Jellicoe Road,23
361-203,2470-673c68a9,Blind and Low Vision Campus,24
361-203,6266-41262d04,Rowandale Avenue,25
361-203,2478-ba16496f,Dagenham Street,26
361-203,6958-51a542c7,Countdown Manurewa,27
361-203,2254-67f3bb97,Finlayson Avenue/Roscommon Road,28
361-203,6856-0cbd494a,Finlayson Avenue/Moncrieff Avenue,29
361-203,6858-f2603c6c,Kopara Place,30
361-203,6860-e8a5a083,Manurewa Marae,31
361-203,6862-c1de9179,Bundena Place,32
361-203,6864-565a8f07,Bellville Drive,33
361-203,6866-677c51fa,Wai Iti Place,34
361-203,6868-4afcf3f8,Maplesden Drive,35
361-203,6870-54d590b2,Te Matauranga School,36
361-203,6885-9eacf5a4,Kennington Drive,37
361-203,6883-71099084,Waimahia Intermediate School,38
361-203,6083-0f8dd6ef,Palmers Road/Weymouth Road,39
